path,caption,fps,frames,height,width
shorts_clips_41_of_42/2OuajIQbsWE/2OuajIQbsWE-Scene-004.mp4,"First-person perspective, close to medium shot, centered framing. Static camera with no movement, fixed on the character's viewpoint. In a pixelated, first-person view indicative of the game Minecraft, the scene opens with a large '1000 IQ' text floating in a dimly lit underground space, likely a cave, with a grey stone floor and walls. The player is holding an 'Ender Pearl,' a throwable item in the game. They throw the pearl across the room towards a small pool of glowing orange lava on their right. As the pearl flies, it seems to pass right above the lava without touching it. When the pearl lands, it teleports the player instantly to its landing spot. The teleportation appears to aim for solid ground but fails, dropping the player into an expansive pool of lava opposite from where they started. The scene is fraught with danger and unexpected consequences, highlighting gaming skills or lack thereof. Minecraft Teleportation Gone Wrong. ",30.0,168,1280,720
shorts_clips_41_of_42/2OuajIQbsWE/2OuajIQbsWE-Scene-005.mp4,"A medium close-up focusing on the character's upper body. The camera pans from left to right following the character. In a virtual environment resembling a cave, a Minecraft character, donning diamond armor and wielding an axe, is shown retreating from lava. The character's skin is brown-haired with a headband, and they are positioned against a backdrop of gray stone blocks with varying textures, indicating a haphazard excavation. The environment is dimly lit, indicative of an underground setting, but the surrounding lava provides a contrasting orange glow. The character's health bar is full, and there are no items in their quick-access inventory. As they move away from the lava, their pace suggests urgency or escape. The '1000 IQ' text overhead implies a clever or strategic maneuver taking place within the game. The overall color scheme consists of dull stone grays and the bright orange of the lava. Strategic Escape from Lava in Minecraft Cave. ",30.0,151,1280,720
shorts_clips_41_of_42/2OuajIQbsWE/2OuajIQbsWE-Scene-006.mp4,"Close-up on the ground within a virtual environment. Steady with no visible movement, focused on a singular spot. In this virtual setting that resembles the game Minecraft, we observe what seems to be a redstone mechanism placed on the floor of a gray, textured room, likely constructed from stone blocks. This device explodes abruptly, with its fragments and particles dispersing into the air. The first frame shows the mechanism intact, in hues of red and gray with a black outline and a lever attached. The immediate surroundings include a pool of lava to one side, illuminating the area with an orange glow. The subsequent frames capture the explosion's progression: fragments become airborne while smoke plumes rise, and finally, only smoke remnants and scattered debris remain, signaling the mechanism's destruction. Throughout, the lighting is consistent, likely indicating an indoor setting without natural light variations. All elements have pixelated textures characteristic of Minecraft's aesthetic. Redstone Device Explosion in Minecraft Room. ",30.0,97,1280,720
shorts_clips_41_of_42/2OuajIQbsWE/2OuajIQbsWE-Scene-007.mp4,"Close-up shot of a Minecraft character. The camera tilts up slowly, focusing on the character. In the frames, we see a close-up of a Minecraft character rendered in the game's signature blocky graphics. The character appears to be wearing a blue top with a pixelated design and tan pants. They have brown hair and dark skin. The environment is typical of Minecraft, with green foliage and red flowers that indicate an outdoor setting. It's raining, which is evident from the raindrops falling in the scene and on the character. The light seems to be natural, possibly indicating daytime within the game. There's no other object or character in the immediate vicinity, drawing our focus entirely on the emotional expression of the central character. The colors are vibrant but have a slight darkness due to the rain, giving a somber tone to the scene. Minecraft Character Mourns in the Rain. ",30.0,147,1280,720
shorts_clips_41_of_42/2OuajIQbsWE/2OuajIQbsWE-Scene-008.mp4,"Close-up shot of a character and an object. Zooming in slowly towards the character and object. In the video clip, a Minecraft character is standing in a rainy environment next to a grave made of cobblestone blocks and a wooden sign. The character is dressed in blue with a cow pattern and has brown hair. The grave is simple, surrounded by grass blocks. It appears to be daytime, and the lighting suggests an overcast sky due to the rain. As we progress through the frames, an overlay animation of a blue 'like' hand symbol and a white cursor clicking on it appears, indicating that viewers should like the video. The colors are vibrant yet subdued because of the rain effect, with greens from the grass, greys from the cobblestone, and the character's blue outfit. There are no other objects or characters in immediate sight, focusing attention on the grave scene and the character's implied sadness. Tragic Grave Visit in Rainy Minecraft. ",30.0,70,1280,720
shorts_clips_41_of_42/2OuajIQbsWE/2OuajIQbsWE-Scene-009.mp4,"Close-up shot focusing on characters and a flower. Static camera, no movement, fixed on the scene's action. The clip takes place in a Minecraft world during rain, featuring two characters; one resembles a cow, and the other a human with brown hair. The human character appears distressed, kneeling next to a bright red flower planted in the soil. Behind them are grass blocks, and the ground texture suggests tilled soil. It's daytime but overcast due to the rain. In the first frame, a 'subscribe' animation pops up. Both characters wear clothing; the cow has a blue collar, while the human dons a white shirt with a green pattern and brown pants. The colors are vivid but slightly muted from the rain effect. In the last frame, the cow-like character seems to be jumping or moving away quickly from the human and flower. Tragic Mistake in Rainy Minecraft World. ",30.0,195,1280,720
shorts_clips_17_of_42/WXa54G9j5c0/WXa54G9j5c0-Scene-001.mp4,"Close-up static shot of two corn cobs. No camera movement; it's a steady, fixed frame. Two corn cobs with animated faces are shown against a patterned background on a white plate. The cob on the left has a missing kernel area resembling an open mouth, while the right one has intact kernels. They have hand-drawn limbs and expressive faces, conveying emotions. The left cob seems to be laughing heartily, while the right one appears to be telling a joke, its hand raised as if gesturing the punchline. Both cobs are yellow with individual kernels clearly visible. The background plate has a floral design, mostly red and green. There is no discernible light source affecting the image, suggesting an evenly lit scene. No other objects are in view, emphasizing the characters' interaction. Animated Corns Share a Laugh. ",29.95398773006135,381,1280,720
shorts_clips_17_of_42/WXa54G9j5c0/WXa54G9j5c0-Scene-002.mp4,"Medium close-up shot of hands peeling a pineapple. The camera is static, with no movement throughout the clip. In an indoor setting, a person's hands are seen peeling a pineapple placed on a dark-colored plate. The pineapple has been animated to have a face with varying expressions of distress and surprise as its skin is peeled away, symbolizing its 'reaction' to being peeled. The animated eyes are large, white with blue irises, and the mouth changes from open and distressed to crying. The hands twist the top off the pineapple revealing more animated dismay. The lighting is bright, illuminating the subject clearly. There's a clear focus on the pineapple with no background details, emphasizing the action taking place. The colors are vibrant, with the yellow of the pineapple's flesh contrasting against its brown and green skin. Animated Pineapple Expresses Distress While Being Peeled. ",29.95398773006135,270,1280,720
shorts_clips_34_of_42/10_Ou5okcTQ/10_Ou5okcTQ-Scene-001.mp4,"The shots are medium and full body shots. Static camera with no discernible movement in these frames. The video features a person dressed in colorful clothing, presumably a male due to the body shape and attire, in various indoor settings. In the first frame, they stand in a domestic space, possibly a hallway, with a closed door behind them. They're wearing a vibrant pink, white, and green jacket with bright green leggings. The second frame shows them striking a pose with 'ICH' displayed, indicating a self-reference or introduction. The final frame shows them in a public space, possibly a school hallway or mall, wearing the same outfit paired with black shorts and engaging with another individual dressed in sportswear, suggesting some form of social interaction or challenge is taking place. Bright lighting is consistent throughout the scenes. Colorful Outfit Social Experiment. ",25.0,145,1280,720
shorts_clips_34_of_42/10_Ou5okcTQ/10_Ou5okcTQ-Scene-002.mp4,"The shots are medium full shots featuring two characters. Camera pans horizontally following characters' movement within the space. The video opens with two individuals dressed in vibrant 80s or 90s inspired attire, consisting of multicolored windbreakers and contrasting leggings; one is spotted, the other is solid colored. They appear to be in a school hallway filled with similarly dressed individuals, suggesting a themed event. The setting is brightly lit with fluorescent lighting. The characters sport accessories like colorful bead necklaces, and one has a fanny pack. One character holds a microphone, indicative of an interview or announcement taking place. Everyone is wearing casual sneakers suitable for a school environment. The colors are vivid and saturated, creating an energetic and retro atmosphere. As the camera pans following the characters, it captures the lively ambiance of the setting filled with movement and youthful energy. 80s/90s Themed School Event Interview. ",25.0,129,1280,720
shorts_clips_34_of_42/10_Ou5okcTQ/10_Ou5okcTQ-Scene-003.mp4,"A static medium long shot capturing two characters. There's no camera movement; it's a still shot. The frames depict two characters dressed in bright, vibrant 80s/90s retro attire. One is wearing a multicolored jacket with pink, teal, and white colors and leopard print pants, while the other is in a similar style jacket but paired with pink pants. Both characters wear bright neon socks and white sneakers. In the first frame, 'ABER' text is overlaid, in the second 'HEUTE', and the third 'LEGGINS', suggesting a comparison over time or a trend discussion about leggings. The environment is an indoor corridor, likely a school, judging by the lockers and colorful balloons in the background. Lighting is bright and even, illuminating the scene well. There is no interaction between the characters and any other people. Retro Fashion Trend Discussion at School. ",25.0,127,1280,720
shorts_clips_34_of_42/10_Ou5okcTQ/10_Ou5okcTQ-Scene-004.mp4,"Medium close-up to full body shot transition. Static camera with no discernible movement or panning. Two characters, likely teenagers, are showcasing their retro-style outfits, possibly from the 80s or 90s, in what appears to be a school setting with lockers and balloons in the background, suggesting a casual or celebratory atmosphere. The first individual is wearing a vibrant pink, purple, and teal windbreaker jacket, asking the other character, who dons a similar style jacket with leggings adorned in colorful patterns and neon pink socks, about their clothing choice. The term 'LEGGINS?' is displayed on-screen, followed by the other character's responses 'ALSO' and 'TOLL!', indicating a light-hearted approval of the leggings. Both characters are accessorized with neon necklaces and scrunchies, highlighting the playful fashion theme. The final frame reveals their full outfits against a simple school corridor backdrop, emphasizing their bold fashion statement. Teenagers Flaunt Retro School Outfits. ",25.0,166,1280,720
shorts_clips_34_of_42/10_Ou5okcTQ/10_Ou5okcTQ-Scene-005.mp4,"Full shot of a person standing outdoors. Static camera, no movement, fixed on the subject. A person is standing in front of a building with multiple floors visible in the background, possibly a school or a public facility, given the signage 'STADTTHEATER' and 'EMIL-FISCHER-GYMNASIUM.' The individual is dressed in strikingly bright clothing, featuring a pink jacket, green leggings, and white sneakers. In their hands appears to be a mobile device. The environment is daylight with shadows indicating either morning or afternoon. The scene transitions indoors to an area where a large decorative Nintendo Switch hangs from the ceiling, celebrating '33 Jahre Freude und Glückseligkeit' (33 Years of Joy and Happiness), likely indicating a gaming or technology-related event. There are balloons and other festive decorations visible, and an elevated walkway with a railing is in the background. Bright Outfit and Indoor Gaming Celebration. ",25.0,121,1280,720
shorts_clips_34_of_42/10_Ou5okcTQ/10_Ou5okcTQ-Scene-006.mp4,"The shot transitions from a long establishing shot to a medium shot. The camera is static, with no movement, maintaining a fixed position. The first frame shows an exterior of a modern building with multiple windows and two signs, one that reads 'STADTTHEATER' and the other 'Karl-Fischer-Gymnasium.' There's a large colorful banner between the first and second floor. The weather appears to be clear. In the subsequent frames, a character wearing a bright pink and white jacket, green leggings, and white sneakers is standing in front of the building. They are holding up a series of papers with text towards the camera. The individual seems to be performing for the camera, possibly for comedic effect as suggested by the text '7 METER LANG LOL' and 'EINE' on the papers. The setting is public, likely a school or theater entrance, during daylight with natural light. Comedic Skit in Front of Modern Building. ",25.0,131,1280,720
shorts_clips_17_of_42/PY3-_qS1ZRQ/PY3-_qS1ZRQ-Scene-001.mp4,"Close-up and medium shots, static camera positioning. No camera movement, fixed on the subject and objects. The clip opens with a close-up shot of a man's torso, hand raised in a pointing gesture, with a kitchen environment in the background. The scene quickly cuts to a close-up of a chocolate cake topped with strawberries and dripping with glaze, accompanied by crying emojis suggesting the cake is impressively delicious. The man seems to be gesturing and possibly explaining the process or cost comparison of making the cake at home versus buying it outside, indicated by the text overlay regarding prices. The lighting is bright and even, likely natural light complemented by room lights. The color palette is warm with browns from the chocolate cake, reds from the strawberries, and neutral tones from the kitchen and man's clothing. A lavalier microphone is visible on his shirt, indicating a prepared and intentional recording. Comparing Homemade versus Store-Bought Cake. ",30.0,201,1280,720
shorts_clips_17_of_42/PY3-_qS1ZRQ/PY3-_qS1ZRQ-Scene-002.mp4,"Medium close-up shot focusing on subject and object. Static camera with no noticeable movement or panning. The setting appears to be a bright, well-lit home kitchen. In the foreground, a clear glass pitcher containing a dark liquid, possibly water or a cold beverage, is situated on a wooden surface, taking up the lower right quadrant of the frame. Behind it, we see the torso of a person dressed in a casual grey V-neck T-shirt. The kitchen is modern and minimalist, with a white color scheme and large windows that allow ample natural light. Visible kitchen elements include what seems like a stove top and an extractor fan, suggesting this might be an island setup. The overall color palette consists of neutral tones, with grey, white, and wood being dominant. There is no discernible action or movement within the clip; both the subject and the environment are static. Casual Kitchen Setting with Beverage Pitcher. ",30.0,128,1280,720
shorts_clips_17_of_42/PY3-_qS1ZRQ/PY3-_qS1ZRQ-Scene-003.mp4,"Close-up shot focusing on the subject's hands and objects. Static, with no noticeable movement or change in framing. The scene appears to be set in a kitchen environment with a clean, modern aesthetic. In the first frame, the subject's hands are shown pouring chocolate pieces from a brown packet into a clear glass jug containing a transparent liquid, possibly water. The second frame features the subject's hands holding a transparent measuring cup filled with white, rounded objects that could be nuts or seeds. The third frame shows a hand-operated device being inserted into the cup, likely a hand blender, to mix or grind the contents. The ambient lighting is bright and natural, suggesting daytime. The background is blurred but seems to contain kitchen shelving with various items. Preparing Chocolate and Nuts for Blending. ",30.0,142,1280,720
shorts_clips_17_of_42/PY3-_qS1ZRQ/PY3-_qS1ZRQ-Scene-004.mp4,"Medium close-up shot of the subject's torso. The camera is stationary with no noticeable movement. In a kitchen setting with modern decor, a person is seated at a wooden table, engaged in an activity that appears to be related to dessert preparation. The individual is using a toothpaste-like tube to squeeze a creamy substance into a clear, chocolate-coated bowl that already contains some crumbled biscuit or cake pieces. In the first frame, they are pouring milk from a transparent measuring cup into the bowl, which indicates the process of mixing ingredients. The surrounding environment is well-lit with natural light complementing the indoor lighting, highlighting the rich brown of the chocolate and the beige tones of the biscuit. The person's attire suggests a casual setting, wearing a grey t-shirt. On the table, there is also a white spoon and a metallic knife used for preparation. Preparing a Gourmet Dessert at Home. ",30.0,123,1280,720
shorts_clips_17_of_42/PY3-_qS1ZRQ/PY3-_qS1ZRQ-Scene-005.mp4,"Medium close-up, static camera, focusing on action. No camera movement, fixed position, only subject's hands moving. The scene takes place in a kitchen environment with modern decor and a variety of items in the background, including a shelf with glassware. The subject is wearing a dark t-shirt and is in the process of preparing a dessert. In their hands, they hold a clear glass jar containing a dark liquid, likely chocolate. They proceed to open a packaged chocolate product labeled 'CHOCO PIE'. The package has white and brown coloring with red accents. They then carefully pour the contents of the CHOCO PIE into the glass jar with the liquid. The colors in the scene are predominantly brown tones from the dessert items and the grey of the t-shirt. The kitchen lighting is bright, enhancing the clarity and detail of the actions being performed. Preparing Chocolate Dessert in Modern Kitchen. ",30.0,121,1280,720
shorts_clips_17_of_42/PY3-_qS1ZRQ/PY3-_qS1ZRQ-Scene-006.mp4,"Close-up shot focusing on the subject's actions. The camera remains static throughout the three frames shown. In a well-lit, modern kitchen setting, a person sits at a table and appears to be preparing some type of food. In the first frame, they are holding a transparent container filled with a brown substance that resembles chocolate spread or cake batter. By the second frame, the substance is evenly spread inside the container, suggesting it's a layer of a dessert being prepared. The environment is clean and domestic, with white counters and black cabinets in the background. The person is wearing a dark grey V-neck t-shirt and has a metallic pendant around their neck. In the third frame, they have introduced another ingredient on top of the brown layer – it’s white, which could be cream or frosting for the dessert they're assembling. Preparing a Layered Chocolate Dessert at Home. ",30.0,123,1280,720
shorts_clips_17_of_42/PY3-_qS1ZRQ/PY3-_qS1ZRQ-Scene-007.mp4,"Medium close-up, fixed frame, centering on the action. No camera movement, static shot focused on the tabletop activity. A person is shown in a domestic kitchen environment, preparing a layered dessert. They're wearing a grey V-neck T-shirt. The first image displays a wooden cutting board where the person is slicing strawberries with a multi-colored knife. In the second image, we see a chocolate sponge cake being placed over a layer of strawberries set in a round, clear cake mold. The background features kitchen cabinets and a black refrigerator. The third image shows the application of white frosting on the cake with a blue spatula. A tub of frosting is visible to the person's side. The cake layers are well-defined with bright red strawberries contrasting against the dark brown chocolate cake. The lighting is bright and even, suggesting an artificial light source, likely from overhead lights. Making Strawberry Chocolate Layered Cake at Home. ",30.0,128,1280,720
shorts_clips_17_of_42/PY3-_qS1ZRQ/PY3-_qS1ZRQ-Scene-008.mp4,"Mid-shot of person at a kitchen counter. Static, no camera movement is observed in the frames. A person stands behind a kitchen counter, holding a plastic container with both hands. The container appears to hold a cylindrical chocolate dessert with a smooth, glossy surface and various colorful toppings that could be fruits or candy pieces. The individual is wearing a grey shirt and seems to be performing an action commonly associated with unmolding a dessert. The kitchen environment includes modern cabinetry, some utensils hanging on the wall, and what appears to be a spice rack in the background. The lighting is bright and even, likely artificial, enhancing the shininess of the dessert's surface. The person successfully unmolds the dessert onto the wooden cutting board, revealing its detailed shape and texture, suggesting it's gelatinous or pudding-like. The dessert stands out against the wood's natural color. Unmolding a Chocolate Dessert in Kitchen. ",30.0,198,1280,720
shorts_clips_17_of_42/PY3-_qS1ZRQ/PY3-_qS1ZRQ-Scene-009.mp4,"A medium close-up of a person and a cake. The camera remains static throughout the sequence of frames. In a well-lit, modern kitchen setting, a person is seated at a table presenting a chocolate-covered cake adorned with white cream and strawberries. The cake is cylindrical with a smooth chocolate shell. The individual places strawberries on top, arranging them in a heart shape. The cream is piped in small, decorative swirls around the top edge. As the person works on the decoration, they wear a grey V-neck T-shirt and have a silver necklace. The kitchen behind features sleek cabinetry, some open shelves with books, and what appears to be a coffee machine. The cake sits on a wooden board, and the individual's actions are deliberate and gentle, demonstrating care in the arrangement of the strawberries. Decorating Chocolate Cake with Strawberry Heart. ",30.0,255,1280,720
shorts_clips_23_of_42/6890631109583867137/6890631109583867137-Scene-001.mp4,"Close-up shots transitioning to medium shots. Fixed camera position with no discernible movement. The video features an animated character, presumably from the anime 'Haikyuu,' engaged in a volleyball game. In the first frame, we see a close-up of a character with orange hair and black knee pads holding a yellow and blue volleyball, preparing for a serve. The gymnasium floor is a polished wood, and the walls are a plain off-white, focusing attention on the character. In the second frame, the perspective shifts to another player on the opposite side of the net, hands outstretched, ready to receive the serve. This character wears a purple long-sleeve shirt. The final frame focuses back on the server, now showing more of their white jersey with Japanese characters on it. The environment is brightly lit, suggesting an indoor gymnasium setting during the day. The colors are vibrant and saturated, typical of anime style. Intense Volleyball Serve in Anime Match. ",30.0,67,1024,576
shorts_clips_23_of_42/6890631109583867137/6890631109583867137-Scene-002.mp4,"Close-up shots focusing on individual character expressions and reactions. Static camera with no discernible movement, maintaining focus on characters' faces. The scene opens with a close-up of a character holding a volleyball, wearing a purple and white sports jacket with a paw print emblem. He has dark hair, an intense gaze, and appears confident or assertive. The background is a blurred indoor sports hall with green flooring. The lighting is bright and even, typical of an indoor sports environment. In the next shot, the same character gives a thumbs-up, reinforcing his positive or encouraging demeanor. His expression is more relaxed but still carries an air of confidence. Finally, we switch to another character with bright orange hair and wide eyes, exuding surprise or excitement. He's wearing a plain white tee, suggesting a casual practice setting or a moment of downtime. The overall color palette is vibrant, with the characters' designs conforming to typical anime aesthetics. Volleyball Practice Encouragement in Haikyuu. ",30.0,81,1024,576
shorts_clips_23_of_42/6890631109583867137/6890631109583867137-Scene-003.mp4,"Medium close-up shot of a single character playing volleyball. Static camera with no movement, focused on the character throughout. The video features a vibrant indoor volleyball court setting with green floors and walls adorned with Japanese text. A male anime character with spiky orange hair, wearing a white jersey with black shorts and red with white volleyball shoes, is intensely focused on a volleyball game. His posture is dynamic and athletic as he readies himself to receive the ball. The character is shown with his right hand up as if signaling or preparing for a play, then quickly shifting to a defensive stance. He tracks the ball's trajectory closely, staying on his toes, ready to move. The ball appears to be served to him; it spins through the air with motion blur indicating its speed. The lighting in the scene suggests an indoor environment, likely a gymnasium, illuminated by ceiling lights that cast soft shadows on the floor. Focused Volleyball Player in Action. ",30.0,65,1024,576
shorts_clips_23_of_42/6890631109583867137/6890631109583867137-Scene-004.mp4,"Close-up on characters with quick cuts between shots. Static camera with no discernible movement between frames. The video clip appears to be from an animated show, most likely of the sports genre given the presence of a volleyball. In the first frame, we see a character wearing a purple sports jersey, inflating a volleyball with their breath, indicating either a comedic moment or a depiction of intense focus on the sport. This character has spiky brown hair and is standing against what seems like a dark background, which could suggest that this scene is taking place indoors or at night. The colors are vibrant with high contrast between the character and the background. In the subsequent frames, we see another character dressed in a light turquoise t-shirt. The simplicity and cleanliness of the design point towards a more serious or focused tone for this character. The background here is simple and dark which puts more emphasis on the character's action. Volleyball Preparation and Focus. ",30.0,112,1024,576
shorts_clips_23_of_42/6890631109583867137/6890631109583867137-Scene-005.mp4,"This is a close-up shot focusing on the character. The camera is static with no discernible movement throughout the frames. The video features an animated character dressed in what appears to be a hospital gown with short sleeves and a loose, comfortable fit, suggesting a scene set in a medical facility or a recovery period. The gown is light-colored, likely white or pale blue, which is common for hospital attire. The character's hairstyle is spiky and appears disheveled, indicative of either a lack of grooming or a sign of distress. In the background, there is stark contrast with dark hues, possibly black, that could represent the isolation or the gravity of the character's situation. There are no additional objects or characters visible in these frames, which focuses the viewer's attention solely on the main subject. The lighting seems to be neutral and evenly lit across the character, with no dramatic shadows or highlights, which gives the scene a very flat and somber atmosphere. Character in Hospital Gown Standing Alone. ",30.0,83,1024,576
shorts_clips_40_of_42/6901026135119760642/6901026135119760642-Scene-001.mp4,"First-person point of view from inside the cockpit. Fixed position camera, no movement, follows the car's perspective. The clip appears to be taken from a first-person perspective inside a Formula 1 racing car, during a race at the Brazil 2014 Grand Prix. We see the hands of the driver, Max Verstappen, on the steering wheel, with his race gloves on. The steering wheel is full of various buttons and dials. Verstappen is maneuvering a high-speed drift on a race track. The car's dashboard is visible, and we see the car's front tires turning sharply as he drifts. The track is bordered by green and yellow curbs, indicative of the Brazilian flag colors. The weather seems overcast but bright enough for visibility. No other cars are in view; however, this could be due to the camera angle focused forward. The tires slightly squeal against the tarmac indicating a strong grip and control by Verstappen. Max Verstappen Executes High-Speed Drift. ",30.0,151,1024,576
